id,category,route,trial,status,expected_answer,final_output,correct,error_code,latency_wall_s,sym_expr,sym_output,log_file
WP77,WP,LLM,1,ok,9,9,1,E0,9.9556,,,runs_hybrid_v1/20251221_191702/logs/WP77__LLM__t1.json
WP78,WP,LLM,1,ok,45,45,1,E0,10.7798,,,runs_hybrid_v1/20251221_191702/logs/WP78__LLM__t1.json
WP79,WP,LLM,1,ok,195,195,1,E0,10.0112,,,runs_hybrid_v1/20251221_191702/logs/WP79__LLM__t1.json
WP80,WP,LLM,1,ok,5,5,1,E0,12.3515,,,runs_hybrid_v1/20251221_191702/logs/WP80__LLM__t1.json
WP81,WP,LLM,1,ok,44,44,1,E0,8.7981,,,runs_hybrid_v1/20251221_191702/logs/WP81__LLM__t1.json
WP82,WP,LLM,1,ok,336,336,1,E0,8.5485,,,runs_hybrid_v1/20251221_191702/logs/WP82__LLM__t1.json
WP83,WP,LLM,1,ok,38,38,1,E0,9.1138,,,runs_hybrid_v1/20251221_191702/logs/WP83__LLM__t1.json
WP84,WP,LLM,1,ok,40,40,1,E0,10.9791,,,runs_hybrid_v1/20251221_191702/logs/WP84__LLM__t1.json
WP85,WP,LLM,1,ok,6,6,1,E0,9.0124,,,runs_hybrid_v1/20251221_191702/logs/WP85__LLM__t1.json
WP86,WP,LLM,1,ok,12,12,1,E0,10.1120,,,runs_hybrid_v1/20251221_191702/logs/WP86__LLM__t1.json
WP87,WP,LLM,1,ok,9,9,1,E0,9.9972,,,runs_hybrid_v1/20251221_191702/logs/WP87__LLM__t1.json
WP88,WP,LLM,1,ok,60,90,0,E1,10.6860,,,runs_hybrid_v1/20251221_191702/logs/WP88__LLM__t1.json
WP89,WP,LLM,1,ok,91,91,1,E0,7.9007,,,runs_hybrid_v1/20251221_191702/logs/WP89__LLM__t1.json
WP90,WP,LLM,1,ok,41,41,1,E0,12.2719,,,runs_hybrid_v1/20251221_191702/logs/WP90__LLM__t1.json
WP91,WP,LLM,1,ok,48,48,1,E0,8.7983,,,runs_hybrid_v1/20251221_191702/logs/WP91__LLM__t1.json
WP92,WP,LLM,1,ok,96,96,1,E0,8.9486,,,runs_hybrid_v1/20251221_191702/logs/WP92__LLM__t1.json
WP93,WP,LLM,1,ok,7,7,1,E0,9.3384,,,runs_hybrid_v1/20251221_191702/logs/WP93__LLM__t1.json
WP94,WP,LLM,1,ok,120,120,1,E0,10.9783,,,runs_hybrid_v1/20251221_191702/logs/WP94__LLM__t1.json
WP95,WP,LLM,1,ok,2,2,1,E0,10.3767,,,runs_hybrid_v1/20251221_191702/logs/WP95__LLM__t1.json
WP96,WP,LLM,1,ok,32,32,1,E0,10.1028,,,runs_hybrid_v1/20251221_191702/logs/WP96__LLM__t1.json
WP97,WP,LLM,1,ok,2,2,1,E0,9.8954,,,runs_hybrid_v1/20251221_191702/logs/WP97__LLM__t1.json
WP98,WP,LLM,1,ok,108,108,1,E0,10.5938,,,runs_hybrid_v1/20251221_191702/logs/WP98__LLM__t1.json
WP99,WP,LLM,1,ok,68,68,1,E0,10.0378,,,runs_hybrid_v1/20251221_191702/logs/WP99__LLM__t1.json
WP100,WP,LLM,1,ok,85,85,1,E0,12.2671,,,runs_hybrid_v1/20251221_191702/logs/WP100__LLM__t1.json
