id,category,prompt,expected_answer
LOG105,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All computers are plants. All plants are creatures. Max is a computers.

Question:
Is Max a creatures?
",Yes
LOG106,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No dogs are organisms. All items are dogs. Charlie is a items.

Question:
Is Charlie a organisms?
",No
LOG107,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then the ground is wet. the light is on is true.

Question:
Is the ground is wet true?
",Yes
LOG108,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then the room is bright. it rains is false.

Question:
Is the room is bright true?
",No
LOG109,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All birds are devices. All devices are beings. Buddy is a birds.

Question:
Is Buddy a beings?
",Yes
LOG110,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No cats are plants. All creatures are cats. Luna is a creatures.

Question:
Is Luna a plants?
",No
LOG111,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then the ground is wet. the door is open is true.

Question:
Is the ground is wet true?
",Yes
LOG112,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then the room is bright. the door is open is false.

Question:
Is the room is bright true?
",No
LOG113,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All cats are machines. All machines are things. Spot is a cats.

Question:
Is Spot a things?
",Yes
LOG114,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No computers are plants. All objects are computers. Luna is a objects.

Question:
Is Luna a plants?
",No
LOG115,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then air flows through. the light is on is true.

Question:
Is air flows through true?
",Yes
LOG116,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the sun shines, then the ground is wet. the sun shines is false.

Question:
Is the ground is wet true?
",No
LOG117,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All computers are devices. All devices are creatures. Rocky is a computers.

Question:
Is Rocky a creatures?
",Yes
LOG118,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No computers are living things. All beings are computers. Daisy is a beings.

Question:
Is Daisy a living things?
",No
LOG119,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then it is warm. the light is on is true.

Question:
Is it is warm true?
",Yes
LOG120,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then the room is bright. the light is on is false.

Question:
Is the room is bright true?
",No
LOG121,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All trees are organisms. All organisms are creatures. Buddy is a trees.

Question:
Is Buddy a creatures?
",Yes
LOG122,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No computers are animals. All items are computers. Buddy is a items.

Question:
Is Buddy a animals?
",No
LOG123,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then air flows through. it rains is true.

Question:
Is air flows through true?
",Yes
LOG124,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then the ground is wet. it rains is false.

Question:
Is the ground is wet true?
",No
LOG125,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All fish are devices. All devices are objects. Max is a fish.

Question:
Is Max a objects?
",Yes
LOG126,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No robots are organisms. All creatures are robots. Daisy is a creatures.

Question:
Is Daisy a organisms?
",No
LOG127,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then air flows through. the door is open is true.

Question:
Is air flows through true?
",Yes
LOG128,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then air flows through. the light is on is false.

Question:
Is air flows through true?
",No
LOG129,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All computers are machines. All machines are objects. Daisy is a computers.

Question:
Is Daisy a objects?
",Yes
LOG130,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No robots are plants. All creatures are robots. Charlie is a creatures.

Question:
Is Charlie a plants?
",No
LOG131,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then the room is bright. it rains is true.

Question:
Is the room is bright true?
",Yes
LOG132,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the sun shines, then the room is bright. the sun shines is false.

Question:
Is the room is bright true?
",No
LOG133,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All robots are organisms. All organisms are things. Buddy is a robots.

Question:
Is Buddy a things?
",Yes
LOG134,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No flowers are organisms. All items are flowers. Spot is a items.

Question:
Is Spot a organisms?
",No
LOG135,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then the room is bright. the door is open is true.

Question:
Is the room is bright true?
",Yes
LOG136,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then the ground is wet. the light is on is false.

Question:
Is the ground is wet true?
",No
LOG137,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All cats are plants. All plants are objects. Max is a cats.

Question:
Is Max a objects?
",Yes
LOG138,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No trees are devices. All creatures are trees. Spot is a creatures.

Question:
Is Spot a devices?
",No
LOG139,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then the room is bright. the light is on is true.

Question:
Is the room is bright true?
",Yes
LOG140,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then the ground is wet. the light is on is false.

Question:
Is the ground is wet true?
",No
LOG141,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All birds are devices. All devices are beings. Spot is a birds.

Question:
Is Spot a beings?
",Yes
LOG142,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No birds are mammals. All things are birds. Luna is a things.

Question:
Is Luna a mammals?
",No
LOG143,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then the room is bright. the door is open is true.

Question:
Is the room is bright true?
",Yes
LOG144,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then air flows through. the door is open is false.

Question:
Is air flows through true?
",No
LOG145,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All flowers are animals. All animals are beings. Luna is a flowers.

Question:
Is Luna a beings?
",Yes
LOG146,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No robots are plants. All items are robots. Daisy is a items.

Question:
Is Daisy a plants?
",No
LOG147,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the sun shines, then air flows through. the sun shines is true.

Question:
Is air flows through true?
",Yes
LOG148,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then the room is bright. the door is open is false.

Question:
Is the room is bright true?
",No
LOG149,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All dogs are machines. All machines are beings. Buddy is a dogs.

Question:
Is Buddy a beings?
",Yes
LOG150,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No computers are animals. All things are computers. Buddy is a things.

Question:
Is Buddy a animals?
",No
LOG151,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the sun shines, then the ground is wet. the sun shines is true.

Question:
Is the ground is wet true?
",Yes
LOG152,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then the ground is wet. the light is on is false.

Question:
Is the ground is wet true?
",No
LOG153,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All cats are mammals. All mammals are items. Fluffy is a cats.

Question:
Is Fluffy a items?
",Yes
LOG154,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No trees are organisms. All creatures are trees. Max is a creatures.

Question:
Is Max a organisms?
",No
LOG155,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then air flows through. the door is open is true.

Question:
Is air flows through true?
",Yes
LOG156,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then the room is bright. the light is on is false.

Question:
Is the room is bright true?
",No
LOG157,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All computers are plants. All plants are entities. Max is a computers.

Question:
Is Max a entities?
",Yes
LOG158,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No cats are plants. All things are cats. Fluffy is a things.

Question:
Is Fluffy a plants?
",No
LOG159,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then the room is bright. it rains is true.

Question:
Is the room is bright true?
",Yes
LOG160,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the sun shines, then the ground is wet. the sun shines is false.

Question:
Is the ground is wet true?
",No
LOG161,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All fish are plants. All plants are beings. Buddy is a fish.

Question:
Is Buddy a beings?
",Yes
LOG162,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No trees are machines. All creatures are trees. Fluffy is a creatures.

Question:
Is Fluffy a machines?
",No
LOG163,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then the ground is wet. it rains is true.

Question:
Is the ground is wet true?
",Yes
LOG164,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then the room is bright. the light is on is false.

Question:
Is the room is bright true?
",No
LOG165,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All fish are plants. All plants are objects. Luna is a fish.

Question:
Is Luna a objects?
",Yes
LOG166,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No trees are devices. All things are trees. Rocky is a things.

Question:
Is Rocky a devices?
",No
LOG167,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then air flows through. the door is open is true.

Question:
Is air flows through true?
",Yes
LOG168,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then air flows through. the light is on is false.

Question:
Is air flows through true?
",No
LOG169,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All flowers are organisms. All organisms are beings. Charlie is a flowers.

Question:
Is Charlie a beings?
",Yes
LOG170,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No robots are machines. All objects are robots. Rocky is a objects.

Question:
Is Rocky a machines?
",No
LOG171,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then air flows through. the light is on is true.

Question:
Is air flows through true?
",Yes
LOG172,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the sun shines, then the ground is wet. the sun shines is false.

Question:
Is the ground is wet true?
",No
LOG173,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All fish are mammals. All mammals are beings. Daisy is a fish.

Question:
Is Daisy a beings?
",Yes
LOG174,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No computers are living things. All beings are computers. Buddy is a beings.

Question:
Is Buddy a living things?
",No
LOG175,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then the room is bright. it rains is true.

Question:
Is the room is bright true?
",Yes
LOG176,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then air flows through. it rains is false.

Question:
Is air flows through true?
",No
LOG177,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All birds are organisms. All organisms are creatures. Daisy is a birds.

Question:
Is Daisy a creatures?
",Yes
LOG178,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No flowers are living things. All beings are flowers. Spot is a beings.

Question:
Is Spot a living things?
",No
LOG179,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then the room is bright. the light is on is true.

Question:
Is the room is bright true?
",Yes
LOG180,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then the room is bright. it rains is false.

Question:
Is the room is bright true?
",No
LOG181,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All fish are mammals. All mammals are creatures. Buddy is a fish.

Question:
Is Buddy a creatures?
",Yes
LOG182,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No robots are machines. All items are robots. Luna is a items.

Question:
Is Luna a machines?
",No
LOG183,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then the ground is wet. the light is on is true.

Question:
Is the ground is wet true?
",Yes
LOG184,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then the room is bright. it rains is false.

Question:
Is the room is bright true?
",No
LOG185,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All robots are animals. All animals are things. Charlie is a robots.

Question:
Is Charlie a things?
",Yes
LOG186,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No birds are animals. All beings are birds. Fluffy is a beings.

Question:
Is Fluffy a animals?
",No
LOG187,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then air flows through. the light is on is true.

Question:
Is air flows through true?
",Yes
LOG188,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the sun shines, then the room is bright. the sun shines is false.

Question:
Is the room is bright true?
",No
LOG189,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All flowers are animals. All animals are items. Luna is a flowers.

Question:
Is Luna a items?
",Yes
LOG190,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No flowers are living things. All things are flowers. Luna is a things.

Question:
Is Luna a living things?
",No
LOG191,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then the room is bright. the door is open is true.

Question:
Is the room is bright true?
",Yes
LOG192,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then air flows through. it rains is false.

Question:
Is air flows through true?
",No
LOG193,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All trees are plants. All plants are things. Daisy is a trees.

Question:
Is Daisy a things?
",Yes
LOG194,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No computers are living things. All objects are computers. Charlie is a objects.

Question:
Is Charlie a living things?
",No
LOG195,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then the room is bright. the door is open is true.

Question:
Is the room is bright true?
",Yes
LOG196,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then air flows through. it rains is false.

Question:
Is air flows through true?
",No
LOG197,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All robots are plants. All plants are creatures. Fluffy is a robots.

Question:
Is Fluffy a creatures?
",Yes
LOG198,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No cats are mammals. All things are cats. Buddy is a things.

Question:
Is Buddy a mammals?
",No
LOG199,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then air flows through. it rains is true.

Question:
Is air flows through true?
",Yes
LOG200,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then the room is bright. the light is on is false.

Question:
Is the room is bright true?
",No
LOG201,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All dogs are living things. All living things are things. Rocky is a dogs.

Question:
Is Rocky a things?
",Yes
LOG202,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No birds are machines. All items are birds. Charlie is a items.

Question:
Is Charlie a machines?
",No
LOG203,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then it is warm. it rains is true.

Question:
Is it is warm true?
",Yes
LOG204,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the sun shines, then the ground is wet. the sun shines is false.

Question:
Is the ground is wet true?
",No
LOG205,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All birds are plants. All plants are items. Max is a birds.

Question:
Is Max a items?
",Yes
LOG206,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No computers are plants. All items are computers. Daisy is a items.

Question:
Is Daisy a plants?
",No
LOG207,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then it is warm. the light is on is true.

Question:
Is it is warm true?
",Yes
LOG208,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then it is warm. it rains is false.

Question:
Is it is warm true?
",No
LOG209,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All dogs are machines. All machines are items. Rocky is a dogs.

Question:
Is Rocky a items?
",Yes
LOG210,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No trees are devices. All beings are trees. Daisy is a beings.

Question:
Is Daisy a devices?
",No
LOG211,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then the ground is wet. the light is on is true.

Question:
Is the ground is wet true?
",Yes
LOG212,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the sun shines, then the ground is wet. the sun shines is false.

Question:
Is the ground is wet true?
",No
LOG213,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All fish are machines. All machines are things. Buddy is a fish.

Question:
Is Buddy a things?
",Yes
LOG214,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No robots are living things. All things are robots. Luna is a things.

Question:
Is Luna a living things?
",No
LOG215,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then the ground is wet. the light is on is true.

Question:
Is the ground is wet true?
",Yes
LOG216,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then it is warm. the light is on is false.

Question:
Is it is warm true?
",No
LOG217,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All fish are devices. All devices are creatures. Fluffy is a fish.

Question:
Is Fluffy a creatures?
",Yes
LOG218,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No computers are mammals. All objects are computers. Buddy is a objects.

Question:
Is Buddy a mammals?
",No
LOG219,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then the ground is wet. the light is on is true.

Question:
Is the ground is wet true?
",Yes
LOG220,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then air flows through. the door is open is false.

Question:
Is air flows through true?
",No
LOG221,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All trees are animals. All animals are beings. Buddy is a trees.

Question:
Is Buddy a beings?
",Yes
LOG222,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No trees are living things. All things are trees. Luna is a things.

Question:
Is Luna a living things?
",No
LOG223,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then air flows through. the light is on is true.

Question:
Is air flows through true?
",Yes
LOG224,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then air flows through. the door is open is false.

Question:
Is air flows through true?
",No
LOG225,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All trees are animals. All animals are objects. Charlie is a trees.

Question:
Is Charlie a objects?
",Yes
LOG226,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No cats are living things. All beings are cats. Luna is a beings.

Question:
Is Luna a living things?
",No
LOG227,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then the room is bright. the door is open is true.

Question:
Is the room is bright true?
",Yes
LOG228,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then the room is bright. the light is on is false.

Question:
Is the room is bright true?
",No
LOG229,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All trees are living things. All living things are items. Buddy is a trees.

Question:
Is Buddy a items?
",Yes
LOG230,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No trees are animals. All beings are trees. Buddy is a beings.

Question:
Is Buddy a animals?
",No
LOG231,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then air flows through. the light is on is true.

Question:
Is air flows through true?
",Yes
LOG232,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then the ground is wet. the light is on is false.

Question:
Is the ground is wet true?
",No
LOG233,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All cats are plants. All plants are objects. Luna is a cats.

Question:
Is Luna a objects?
",Yes
LOG234,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No computers are animals. All beings are computers. Daisy is a beings.

Question:
Is Daisy a animals?
",No
LOG235,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then the ground is wet. the door is open is true.

Question:
Is the ground is wet true?
",Yes
LOG236,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then the room is bright. it rains is false.

Question:
Is the room is bright true?
",No
LOG237,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All dogs are plants. All plants are things. Charlie is a dogs.

Question:
Is Charlie a things?
",Yes
LOG238,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No fish are plants. All things are fish. Max is a things.

Question:
Is Max a plants?
",No
LOG239,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the sun shines, then air flows through. the sun shines is true.

Question:
Is air flows through true?
",Yes
LOG240,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the sun shines, then it is warm. the sun shines is false.

Question:
Is it is warm true?
",No
LOG241,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All robots are mammals. All mammals are creatures. Luna is a robots.

Question:
Is Luna a creatures?
",Yes
LOG242,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No birds are mammals. All beings are birds. Fluffy is a beings.

Question:
Is Fluffy a mammals?
",No
LOG243,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then air flows through. the light is on is true.

Question:
Is air flows through true?
",Yes
LOG244,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then air flows through. the light is on is false.

Question:
Is air flows through true?
",No
LOG245,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All computers are devices. All devices are objects. Rocky is a computers.

Question:
Is Rocky a objects?
",Yes
LOG246,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No flowers are plants. All objects are flowers. Fluffy is a objects.

Question:
Is Fluffy a plants?
",No
LOG247,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then it is warm. the door is open is true.

Question:
Is it is warm true?
",Yes
LOG248,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then it is warm. it rains is false.

Question:
Is it is warm true?
",No
LOG249,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All cats are plants. All plants are beings. Spot is a cats.

Question:
Is Spot a beings?
",Yes
LOG250,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No trees are devices. All items are trees. Luna is a items.

Question:
Is Luna a devices?
",No
WP001,WP,"Solve the following word problem.
Answer with only the final number.

John cuts his grass to 2 inches.  It grows .5 inches per month.  When it gets to 4 inches he cuts it back down to 2 inches.  It cost $100 to get his grass cut.  How much does he pay per year?
",300
WP002,WP,"Solve the following word problem.
Answer with only the final number.

Hannah has three dogs. The first dog eats 1.5 cups of dog food a day. The second dog eats twice as much while the third dog eats 2.5 cups more than the second dog. How many cups of dog food should Hannah prepare in a day for her three dogs?
",10
WP003,WP,"Solve the following word problem.
Answer with only the final number.

Travis wants to fly to Australia. The regular tickets cost about $2000. As Travis is a student, he will get a 30% discount on this price. How much does he need to pay for his ticket?
",1400
WP004,WP,"Solve the following word problem.
Answer with only the final number.

A set of 7 spoons costs $21. If each spoon would be sold separately, how much would 5 spoons cost?
",15
WP005,WP,"Solve the following word problem.
Answer with only the final number.

Tom bought his games for $200.  They tripled in value and he then sold 40% of them.  How much did he sell the games for?
",240
WP006,WP,"Solve the following word problem.
Answer with only the final number.

Maggie went to Lou's aquarium and saw 100 goldfish in the aquarium. She asked if she could take some home to care for, and she was allowed to catch half of them. While using a catching net, she caught 3/5 of the total number of goldfish she was allowed to take home. How many goldfish does Maggie remain with to catch to get the total number she was allowed to take home?
",20
WP007,WP,"Solve the following word problem.
Answer with only the final number.

Kenny played basketball last week. He ran for twice as long as he played basketball, and he practiced on the trumpet for twice as long as he ran. If he practiced on the trumpet for 40 hours, how many hours did Kenny play basketball last week?
",10
WP008,WP,"Solve the following word problem.
Answer with only the final number.

Marcia wants to buy some fruit. Apples cost $2, bananas cost $1, and oranges cost $3. If Marcia buys 12 apples, 4 bananas and 4 oranges, what is the average cost of each piece of fruit in dollars?
",2
WP009,WP,"Solve the following word problem.
Answer with only the final number.

It’s Meghan’s turn to pick up her team's coffee order.  She needs 2 drip coffees that are $2.25 each and one double shot espresso that’s $3.50.  She needs 2 lattes that are $4.00 and needs to add vanilla syrup to one of those for an additional $0.50.  She also needs 2 cold brew coffees that are $2.50 each and 1 cappuccino for $3.50.  How much is the coffee order?
",25
WP010,WP,"Solve the following word problem.
Answer with only the final number.

Roman and Remy took separate showers. Remy used 1 more gallon than 3 times the number of gallons that Roman used for his shower. Together the boys used 33 gallons of water.  How many gallons did Remy use?
",25
WP011,WP,"Solve the following word problem.
Answer with only the final number.

Lionel went to the grocery store and bought 14 boxes of Graham crackers and 15 packets of Oreos. To make an Oreo cheesecake, Lionel needs 2 boxes of Graham crackers and 3 packets of Oreos. After making the maximum number of Oreo cheesecakes he can with the ingredients he bought, how many boxes of Graham crackers would he have left over?
",4
WP012,WP,"Solve the following word problem.
Answer with only the final number.

When Suzy the librarian sat at her desk on Wednesday morning, she had 98 books ready for checkout. The same day, 43 books were checked out. The following day, 23 books were returned, but 5 books were checked out. On Friday, 7 books were returned. How many books did Suzy have?
",80
WP013,WP,"Solve the following word problem.
Answer with only the final number.

Joshua packs 12 bottles in each crate. He has a total of 130 bottles and 10 crates. How many bottles will not be placed in a crate?
",10
WP014,WP,"Solve the following word problem.
Answer with only the final number.

Jake amasses a fortune of 80 bitcoin.  He donates 20 bitcoins to charity.  He then gives half of all the bitcoins to his brother.  After that, he triples the number of bitcoins he has.  Then he donates another 10 coins.  How many coins does he have?
",80
WP015,WP,"Solve the following word problem.
Answer with only the final number.

Four people lost a total of 103 kilograms of weight. The first person lost 27 kilograms. The second person lost 7 kilograms less than the first person. The two remaining people lost the same amount. How many kilograms did each of the last two people lose?
",28
WP016,WP,"Solve the following word problem.
Answer with only the final number.

Elsa and her sister watch an opera show every year at Central City Opera. Last year, opera seating cost $85 per ticket. This year, it costs $102. What is the percent increase in the cost of each ticket?
",20
WP017,WP,"Solve the following word problem.
Answer with only the final number.

Olivia gave William 10 napkins. Amelia also gives William twice the number of napkins Olivia gave him. If William had 15 napkins before, how many napkins does he have now?
",45
WP018,WP,"Solve the following word problem.
Answer with only the final number.

A couple with two children, ages 6 and 10 years old, decided to go to an amusement park. The regular ticket costs $109, but children below 12 years old have a $5 discount. If they gave the cashier $500, how much change will they receive?
",74
WP019,WP,"Solve the following word problem.
Answer with only the final number.

Ken likes to bike when it's raining and can cycle 30 miles in 20 minutes during this time. However, when it's snowing Ken can't stand the cold and can only cycle 10 miles in 20 minutes. If it rains 3 times and snows 4 times in one week, how many miles did Ken reach if he cycles 1 hour a day?
",390
WP020,WP,"Solve the following word problem.
Answer with only the final number.

Mitchell is trying to chew as many pieces of gum at once as he can. He has 8 packets of gum, There are 7 pieces in each. If he chews all the gum except for 2 pieces, how many pieces does he chew at once?
",54
