id,category,trial,route,expected_answer,final_output,correct,error_code,latency_wall_s,verify_used,verify_pass,fallback_used,sym_expr,sym_output,log_file
LOG88,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,11.9116,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG88__LOG__t1.json
LOG89,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,12.0945,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG89__LOG__t1.json
LOG90,LOG,1,LLM_LOG_SELFCONSIST,Yes,No,0,E2,24.9923,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG90__LOG__t1.json
LOG91,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,12.1621,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG91__LOG__t1.json
LOG92,LOG,1,LLM_LOG_SELFCONSIST,No,Yes,0,E2,12.0388,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG92__LOG__t1.json
LOG93,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,28.6548,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG93__LOG__t1.json
LOG94,LOG,1,LLM_LOG_SELFCONSIST,No,Yes,0,E2,12.0749,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG94__LOG__t1.json
LOG95,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,11.9469,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG95__LOG__t1.json
LOG96,LOG,1,LLM_LOG_SELFCONSIST,No,No,1,E0,11.9643,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG96__LOG__t1.json
LOG97,LOG,1,LLM_LOG_SELFCONSIST,Yes,No,0,E2,12.2151,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG97__LOG__t1.json
LOG98,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,11.6862,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG98__LOG__t1.json
LOG99,LOG,1,LLM_LOG_SELFCONSIST,Yes,Yes,1,E0,11.9577,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG99__LOG__t1.json
LOG100,LOG,1,LLM_LOG_SELFCONSIST,Yes,No,0,E2,24.7022,0,,0,,,runs_hybrid_v2/20251221_193934/logs/LOG100__LOG__t1.json
WP11,WP,1,LLM+VERIFY_ERROR_KEEP_LLM,182,182,1,E0,8.5500,1,,0,,,runs_hybrid_v2/20251221_193934/logs/WP11__WP__t1.json
WP12,WP,1,LLM+VERIFY_PASS,150,150,1,E0,8.4293,1,1,0,25*6,150,runs_hybrid_v2/20251221_193934/logs/WP12__WP__t1.json
WP13,WP,1,LLM+VERIFY_PASS,130,130,1,E0,8.9418,1,1,0,165-35,130,runs_hybrid_v2/20251221_193934/logs/WP13__WP__t1.json
WP14,WP,1,LLM+VERIFY_PASS,25,25,1,E0,10.5654,1,1,0,150/6,25,runs_hybrid_v2/20251221_193934/logs/WP14__WP__t1.json
WP15,WP,1,LLM+VERIFY_PASS,6,6,1,E0,10.1616,1,1,0,36/6,6,runs_hybrid_v2/20251221_193934/logs/WP15__WP__t1.json
WP16,WP,1,LLM+VERIFY_PASS,35,35,1,E0,9.7964,1,1,0,5*7,35,runs_hybrid_v2/20251221_193934/logs/WP16__WP__t1.json
WP17,WP,1,LLM+VERIFY_PASS,16,16,1,E0,9.6989,1,1,0,96/6,16,runs_hybrid_v2/20251221_193934/logs/WP17__WP__t1.json
WP18,WP,1,LLM+VERIFY_PASS,75,75,1,E0,10.7165,1,1,0,100.0*(1-(25.0/100)),75,runs_hybrid_v2/20251221_193934/logs/WP18__WP__t1.json
WP19,WP,1,LLM+VERIFY_PASS,168,168,1,E0,9.7380,1,1,0,14*12,168,runs_hybrid_v2/20251221_193934/logs/WP19__WP__t1.json
WP20,WP,1,LLM+VERIFY_ERROR_KEEP_LLM,35,35,1,E0,9.6945,1,,0,,,runs_hybrid_v2/20251221_193934/logs/WP20__WP__t1.json
WP21,WP,1,LLM+VERIFY_ERROR_KEEP_LLM,110,110,1,E0,8.7508,1,,0,,,runs_hybrid_v2/20251221_193934/logs/WP21__WP__t1.json
WP22,WP,1,LLM+VERIFY_PASS,360,360,1,E0,8.5580,1,1,0,30*12,360,runs_hybrid_v2/20251221_193934/logs/WP22__WP__t1.json
WP23,WP,1,LLM+VERIFY_PASS,18,18,1,E0,8.9943,1,1,0,136-118,18,runs_hybrid_v2/20251221_193934/logs/WP23__WP__t1.json
WP24,WP,1,LLM+VERIFY_PASS,60,60,1,E0,10.8446,1,1,0,180/3,60,runs_hybrid_v2/20251221_193934/logs/WP24__WP__t1.json
WP25,WP,1,LLM+VERIFY_PASS,5,5,1,E0,10.3432,1,1,0,40/8,5,runs_hybrid_v2/20251221_193934/logs/WP25__WP__t1.json
WP26,WP,1,LLM+VERIFY_PASS,40,40,1,E0,10.3330,1,1,0,8*5,40,runs_hybrid_v2/20251221_193934/logs/WP26__WP__t1.json
WP27,WP,1,LLM+VERIFY_PASS,2,2,1,E0,9.5371,1,1,0,24/12,2,runs_hybrid_v2/20251221_193934/logs/WP27__WP__t1.json
WP28,WP,1,LLM+VERIFY_PASS,180,180,1,E0,10.3437,1,1,0,200.0*(1-(10.0/100)),180,runs_hybrid_v2/20251221_193934/logs/WP28__WP__t1.json
WP29,WP,1,LLM+VERIFY_PASS,187,187,1,E0,9.9235,1,1,0,11*17,187,runs_hybrid_v2/20251221_193934/logs/WP29__WP__t1.json
WP30,WP,1,LLM+VERIFY_ERROR_KEEP_LLM,35,35,1,E0,2.2490,1,,0,,,runs_hybrid_v2/20251221_193934/logs/WP30__WP__t1.json
WP31,WP,1,LLM+VERIFY_ERROR_KEEP_LLM,120,120,1,E0,8.8060,1,,0,,,runs_hybrid_v2/20251221_193934/logs/WP31__WP__t1.json
WP32,WP,1,LLM+VERIFY_PASS,88,88,1,E0,8.7013,1,1,0,11*8,88,runs_hybrid_v2/20251221_193934/logs/WP32__WP__t1.json
WP33,WP,1,LLM+VERIFY_PASS,20,20,1,E0,8.9215,1,1,0,128-108,20,runs_hybrid_v2/20251221_193934/logs/WP33__WP__t1.json
WP34,WP,1,LLM+VERIFY_PASS,90,90,1,E0,9.7226,1,1,0,180/2,90,runs_hybrid_v2/20251221_193934/logs/WP34__WP__t1.json
WP35,WP,1,LLM+VERIFY_PASS,4,4,1,E0,10.3556,1,1,0,48/12,4,runs_hybrid_v2/20251221_193934/logs/WP35__WP__t1.json
WP36,WP,1,LLM+VERIFY_PASS,22,22,1,E0,10.0852,1,1,0,2*11,22,runs_hybrid_v2/20251221_193934/logs/WP36__WP__t1.json
WP37,WP,1,LLM+VERIFY_PASS,12,12,1,E0,9.8013,1,1,0,72/6,12,runs_hybrid_v2/20251221_193934/logs/WP37__WP__t1.json
WP38,WP,1,LLM+VERIFY_PASS,30,30,1,E0,10.3213,1,1,0,50.0*(1-(40.0/100)),30,runs_hybrid_v2/20251221_193934/logs/WP38__WP__t1.json
WP39,WP,1,LLM+VERIFY_PASS,72,72,1,E0,9.6424,1,1,0,6*12,72,runs_hybrid_v2/20251221_193934/logs/WP39__WP__t1.json
WP40,WP,1,LLM+VERIFY_ERROR_KEEP_LLM,41,41,1,E0,12.0482,1,,0,,,runs_hybrid_v2/20251221_193934/logs/WP40__WP__t1.json
WP41,WP,1,LLM+VERIFY_ERROR_KEEP_LLM,255,255,1,E0,8.6259,1,,0,,,runs_hybrid_v2/20251221_193934/logs/WP41__WP__t1.json
WP42,WP,1,LLM+VERIFY_PASS,352,352,1,E0,8.4549,1,1,0,16*22,352,runs_hybrid_v2/20251221_193934/logs/WP42__WP__t1.json
WP43,WP,1,LLM+VERIFY_PASS,48,48,1,E0,9.0950,1,1,0,74-26,48,runs_hybrid_v2/20251221_193934/logs/WP43__WP__t1.json
WP44,WP,1,LLM+VERIFY_PASS,75,75,1,E0,10.7749,1,1,0,150/2,75,runs_hybrid_v2/20251221_193934/logs/WP44__WP__t1.json
WP45,WP,1,LLM+VERIFY_PASS,1,1,1,E0,10.3692,1,1,0,8/8,1,runs_hybrid_v2/20251221_193934/logs/WP45__WP__t1.json
WP46,WP,1,LLM+VERIFY_PASS,22,22,1,E0,1.7178,1,1,0,2*11,22,runs_hybrid_v2/20251221_193934/logs/WP46__WP__t1.json
WP47,WP,1,LLM+VERIFY_PASS,6,6,1,E0,9.6422,1,1,0,54/9,6,runs_hybrid_v2/20251221_193934/logs/WP47__WP__t1.json
WP48,WP,1,LLM+VERIFY_PASS,35,35,1,E0,8.9770,1,1,0,50.0*(1-(30.0/100)),35,runs_hybrid_v2/20251221_193934/logs/WP48__WP__t1.json
WP49,WP,1,LLM+VERIFY_PASS,189,189,1,E0,9.5767,1,1,0,21*9,189,runs_hybrid_v2/20251221_193934/logs/WP49__WP__t1.json
WP50,WP,1,LLM+VERIFY_ERROR_KEEP_LLM,88,88,1,E0,11.9007,1,,0,,,runs_hybrid_v2/20251221_193934/logs/WP50__WP__t1.json
WP51,WP,1,LLM+VERIFY_ERROR_KEEP_LLM,39,39,1,E0,8.7342,1,,0,,,runs_hybrid_v2/20251221_193934/logs/WP51__WP__t1.json
WP52,WP,1,LLM+VERIFY_PASS,567,567,1,E0,9.2488,1,1,0,27*21,567,runs_hybrid_v2/20251221_193934/logs/WP52__WP__t1.json
WP53,WP,1,LLM+VERIFY_PASS,10,10,1,E0,8.8406,1,1,0,191-181,10,runs_hybrid_v2/20251221_193934/logs/WP53__WP__t1.json
WP54,WP,1,LLM+VERIFY_PASS,36,36,1,E0,10.6564,1,1,0,180/5,36,runs_hybrid_v2/20251221_193934/logs/WP54__WP__t1.json
WP55,WP,1,LLM+VERIFY_PASS,1,1,1,E0,10.4510,1,1,0,10/10,1,runs_hybrid_v2/20251221_193934/logs/WP55__WP__t1.json
WP56,WP,1,LLM+VERIFY_PASS,88,88,1,E0,10.1198,1,1,0,8*11,88,runs_hybrid_v2/20251221_193934/logs/WP56__WP__t1.json
WP57,WP,1,LLM+VERIFY_PASS,3,3,1,E0,9.9136,1,1,0,21/7,3,runs_hybrid_v2/20251221_193934/logs/WP57__WP__t1.json
WP58,WP,1,LLM+VERIFY_PASS,45,45,1,E0,10.5270,1,1,0,60.0*(1-(25.0/100)),45,runs_hybrid_v2/20251221_193934/logs/WP58__WP__t1.json
WP59,WP,1,LLM+VERIFY_PASS,160,160,1,E0,9.7577,1,1,0,10*16,160,runs_hybrid_v2/20251221_193934/logs/WP59__WP__t1.json
WP60,WP,1,LLM+VERIFY_ERROR_KEEP_LLM,70,70,1,E0,12.1517,1,,0,,,runs_hybrid_v2/20251221_193934/logs/WP60__WP__t1.json
WP61,WP,1,LLM+VERIFY_ERROR_KEEP_LLM,126,126,1,E0,8.6101,1,,0,,,runs_hybrid_v2/20251221_193934/logs/WP61__WP__t1.json
WP62,WP,1,LLM+VERIFY_PASS,98,98,1,E0,8.6871,1,1,0,7*14,98,runs_hybrid_v2/20251221_193934/logs/WP62__WP__t1.json
WP63,WP,1,LLM+VERIFY_PASS,131,131,1,E0,9.1359,1,1,0,180-49,131,runs_hybrid_v2/20251221_193934/logs/WP63__WP__t1.json
WP64,WP,1,LLM+VERIFY_PASS,45,45,1,E0,11.0364,1,1,0,90/2,45,runs_hybrid_v2/20251221_193934/logs/WP64__WP__t1.json
WP65,WP,1,LLM+VERIFY_PASS,3,3,1,E0,10.5320,1,1,0,12/4,3,runs_hybrid_v2/20251221_193934/logs/WP65__WP__t1.json
WP66,WP,1,LLM+VERIFY_PASS,40,40,1,E0,10.1800,1,1,0,4*10,40,runs_hybrid_v2/20251221_193934/logs/WP66__WP__t1.json
WP67,WP,1,LLM+VERIFY_PASS,4,4,1,E0,9.6435,1,1,0,36/9,4,runs_hybrid_v2/20251221_193934/logs/WP67__WP__t1.json
WP68,WP,1,LLM+VERIFY_PASS,36,36,1,E0,10.4299,1,1,0,40.0*(1-(10.0/100)),36,runs_hybrid_v2/20251221_193934/logs/WP68__WP__t1.json
WP69,WP,1,LLM+VERIFY_PASS,120,120,1,E0,9.7672,1,1,0,20*6,120,runs_hybrid_v2/20251221_193934/logs/WP69__WP__t1.json
WP70,WP,1,LLM+VERIFY_ERROR_KEEP_LLM,93,93,1,E0,12.2984,1,,0,,,runs_hybrid_v2/20251221_193934/logs/WP70__WP__t1.json
WP71,WP,1,LLM+VERIFY_ERROR_KEEP_LLM,170,170,1,E0,8.7921,1,,0,,,runs_hybrid_v2/20251221_193934/logs/WP71__WP__t1.json
WP72,WP,1,LLM+VERIFY_PASS,448,448,1,E0,8.6698,1,1,0,16*28,448,runs_hybrid_v2/20251221_193934/logs/WP72__WP__t1.json
WP73,WP,1,LLM+VERIFY_PASS,95,95,1,E0,9.0615,1,1,0,110-15,95,runs_hybrid_v2/20251221_193934/logs/WP73__WP__t1.json
WP74,WP,1,LLM+VERIFY_PASS,25,25,1,E0,11.0203,1,1,0,150/6,25,runs_hybrid_v2/20251221_193934/logs/WP74__WP__t1.json
WP75,WP,1,LLM+VERIFY_PASS,1,1,1,E0,10.3472,1,1,0,6/6,1,runs_hybrid_v2/20251221_193934/logs/WP75__WP__t1.json
WP76,WP,1,LLM+VERIFY_PASS,63,63,1,E0,10.1869,1,1,0,9*7,63,runs_hybrid_v2/20251221_193934/logs/WP76__WP__t1.json
WP77,WP,1,LLM+VERIFY_PASS,9,9,1,E0,9.6251,1,1,0,72/8,9,runs_hybrid_v2/20251221_193934/logs/WP77__WP__t1.json
WP78,WP,1,LLM+VERIFY_PASS,45,45,1,E0,10.3334,1,1,0,60.0*(1-(25.0/100)),45,runs_hybrid_v2/20251221_193934/logs/WP78__WP__t1.json
WP79,WP,1,LLM+VERIFY_PASS,195,195,1,E0,9.7421,1,1,0,13*15,195,runs_hybrid_v2/20251221_193934/logs/WP79__WP__t1.json
WP80,WP,1,LLM+VERIFY_ERROR_KEEP_LLM,5,5,1,E0,12.2345,1,,0,,,runs_hybrid_v2/20251221_193934/logs/WP80__WP__t1.json
WP81,WP,1,LLM+VERIFY_ERROR_KEEP_LLM,44,44,1,E0,8.6334,1,,0,,,runs_hybrid_v2/20251221_193934/logs/WP81__WP__t1.json
WP82,WP,1,LLM+VERIFY_PASS,336,336,1,E0,8.7669,1,1,0,14*24,336,runs_hybrid_v2/20251221_193934/logs/WP82__WP__t1.json
WP83,WP,1,LLM+VERIFY_PASS,38,38,1,E0,8.9702,1,1,0,167-129,38,runs_hybrid_v2/20251221_193934/logs/WP83__WP__t1.json
WP84,WP,1,LLM+VERIFY_PASS,40,40,1,E0,10.9187,1,1,0,120/3,40,runs_hybrid_v2/20251221_193934/logs/WP84__WP__t1.json
WP85,WP,1,LLM+VERIFY_PASS,6,6,1,E0,8.8981,1,1,0,36/6,6,runs_hybrid_v2/20251221_193934/logs/WP85__WP__t1.json
WP86,WP,1,LLM+VERIFY_PASS,12,12,1,E0,9.9433,1,1,0,3*4,12,runs_hybrid_v2/20251221_193934/logs/WP86__WP__t1.json
WP87,WP,1,LLM+VERIFY_PASS,9,9,1,E0,9.8723,1,1,0,54/6,9,runs_hybrid_v2/20251221_193934/logs/WP87__WP__t1.json
WP88,WP,1,LLM+VERIFY_MISMATCH_KEEP_LLM,60,90,0,E1,10.8587,1,0,0,150.0*(1-(60.0/100)),60,runs_hybrid_v2/20251221_193934/logs/WP88__WP__t1.json
WP89,WP,1,LLM+VERIFY_PASS,91,91,1,E0,8.0125,1,1,0,13*7,91,runs_hybrid_v2/20251221_193934/logs/WP89__WP__t1.json
WP90,WP,1,LLM+VERIFY_ERROR_KEEP_LLM,41,41,1,E0,12.2886,1,,0,,,runs_hybrid_v2/20251221_193934/logs/WP90__WP__t1.json
WP91,WP,1,LLM+VERIFY_ERROR_KEEP_LLM,48,48,1,E0,8.6839,1,,0,,,runs_hybrid_v2/20251221_193934/logs/WP91__WP__t1.json
WP92,WP,1,LLM+VERIFY_PASS,96,96,1,E0,8.6076,1,1,0,8*12,96,runs_hybrid_v2/20251221_193934/logs/WP92__WP__t1.json
WP93,WP,1,LLM+VERIFY_PASS,7,7,1,E0,9.2567,1,1,0,84-77,7,runs_hybrid_v2/20251221_193934/logs/WP93__WP__t1.json
WP94,WP,1,LLM+VERIFY_PASS,120,120,1,E0,10.8361,1,1,0,240/2,120,runs_hybrid_v2/20251221_193934/logs/WP94__WP__t1.json
WP95,WP,1,LLM+VERIFY_PASS,2,2,1,E0,10.4755,1,1,0,16/8,2,runs_hybrid_v2/20251221_193934/logs/WP95__WP__t1.json
WP96,WP,1,LLM+VERIFY_PASS,32,32,1,E0,10.1907,1,1,0,4*8,32,runs_hybrid_v2/20251221_193934/logs/WP96__WP__t1.json
WP97,WP,1,LLM+VERIFY_PASS,2,2,1,E0,9.9673,1,1,0,18/9,2,runs_hybrid_v2/20251221_193934/logs/WP97__WP__t1.json
WP98,WP,1,LLM+VERIFY_PASS,108,108,1,E0,10.4514,1,1,0,120.0*(1-(10.0/100)),108,runs_hybrid_v2/20251221_193934/logs/WP98__WP__t1.json
WP99,WP,1,LLM+VERIFY_PASS,68,68,1,E0,9.9459,1,1,0,17*4,68,runs_hybrid_v2/20251221_193934/logs/WP99__WP__t1.json
WP100,WP,1,LLM+VERIFY_ERROR_KEEP_LLM,85,85,1,E0,12.1884,1,,0,,,runs_hybrid_v2/20251221_193934/logs/WP100__WP__t1.json
